,City,Country,Lat,Lng,Date,Max Temp,Humidity,Clouds,Wind Speed
358,Kushima,JP,31.4583,131.2333,1646347451,39.24,55,4,2.48
359,Klæbu,NO,63.2976,10.4826,1646347452,32.25,88,8,6.02
360,Agropoli,IT,40.3469,14.9966,1646347452,47.28,77,100,3.94
361,Ganzhou,CN,28.8184,115.4327,1646347453,59.02,93,47,3.6
362,Gizo Government Station,SB,-8.103,156.8419,1646347453,82.76,78,100,6.69
363,Tabuk,PH,17.4189,121.4443,1646347162,71.04,92,94,3.76
364,Laas,IT,46.6166,10.7002,1646347454,40.08,96,55,6.4
365,Sioux Lookout,CA,50.1001,-91.917,1646347352,16.18,41,20,10.36
366,Kapoeta,SS,4.7717,33.5903,1646347454,82.24,36,26,3.74
367,Linay,PH,8.5167,123.1333,1646347455,77.72,91,99,13.13
368,Mount Gambier,AU,-37.8333,140.7667,1646347422,73.31,64,100,9.22
369,Santa Rosa,PH,14.3122,121.1114,1646347395,80.02,72,72,8.14
370,Gannan,CN,47.9147,123.5031,1646347456,15.4,96,100,4.85
371,Buraidah,SA,26.326,43.975,1646347456,79.25,41,100,9.91
372,Sotuta,MX,20.6,-89.0167,1646347457,86.54,32,0,7.02
373,Vila Velha,BR,-20.3297,-40.2925,1646347230,82.35,86,20,11.5
374,Blagoyevo,RU,63.3667,47.9167,1646347457,14.65,99,99,0.31
375,Gillette,US,44.2911,-105.5022,1646347458,54.52,44,0,16.11
376,Isangel,VU,-19.55,169.2667,1646347458,86.11,84,75,4.61
377,Stabat,ID,3.761,98.4513,1646347459,77.2,96,100,3.09
378,Borkenes,NO,68.774,16.1739,1646347459,31.6,99,90,10.0
379,Shillong,IN,25.5689,91.8831,1646347460,48.43,46,0,2.35
380,Umm Kaddadah,SD,13.6017,26.6876,1646347460,76.78,7,68,21.56
381,Bondo,CD,3.8146,23.6866,1646347460,71.6,77,81,1.5
382,Gouré,NE,13.9835,10.2704,1646347461,74.89,8,43,7.78
383,Scarborough,GB,54.2797,-0.4044,1646347260,45.09,85,100,8.99
384,Bereda,ES,43.2686,-7.5406,1646347461,45.91,100,55,5.14
385,Sibolga,ID,1.7427,98.7792,1646347462,76.23,80,100,3.2
386,Rio de Janeiro,BR,-22.9028,-43.2075,1646347422,84.2,59,0,11.5
387,Egvekinot,RU,66.3167,-179.1667,1646347462,4.41,89,70,8.77
388,Zinder,NE,13.8072,8.9881,1646347463,75.16,8,34,8.01
389,Idritsa,RU,56.3316,28.8988,1646347463,29.89,96,96,5.1
390,Pekan,MY,3.4836,103.3996,1646347464,77.11,93,87,7.4
391,Abu Kamal,SY,34.4506,40.9171,1646347464,53.6,42,0,24.49
392,Amoy,CN,24.4798,118.0819,1646347434,60.85,94,3,6.71
393,Parrita,CR,9.5201,-84.3225,1646347465,89.37,70,22,3.44
394,Bhatkal,IN,13.9667,74.5667,1646347465,76.93,42,11,4.14
395,Colares,PT,38.7992,-9.4469,1646347466,53.28,64,6,32.01
396,Springdale,US,36.1867,-94.1288,1646347244,80.33,22,0,4.61
397,Plácido de Castro,BR,-10.3353,-67.1856,1646347467,78.06,78,57,2.66
398,Sumé,BR,-7.6717,-36.88,1646347467,78.76,59,78,12.77
399,Ampanihy,MG,-24.7,44.75,1646347468,73.17,93,81,6.64
400,Elk Plain,US,47.0532,-122.3976,1646347468,50.02,80,75,11.5
401,Bathsheba,BB,13.2167,-59.5167,1646347469,79.41,69,40,20.71
402,Bairiki Village,KI,1.3292,172.9752,1646347469,86.0,74,40,9.22
403,Menongue,AO,-14.6585,17.691,1646347470,64.04,93,96,2.39
404,Madang,PG,-5.2246,145.7966,1646347470,80.19,85,86,3.94
405,San Ramon,US,37.7799,-121.978,1646347471,61.29,75,40,5.75
406,Mariehamn,AX,60.0973,19.9348,1646347471,28.26,80,0,5.75
407,Thinadhoo,MV,0.5333,72.9333,1646347472,81.63,75,11,8.21
408,Barkhan,PK,29.8977,69.5256,1646347472,53.74,56,1,1.7
409,Liverpool,GB,53.4106,-2.9779,1646347262,44.55,92,40,9.22
410,Bengkulu,ID,-3.8004,102.2655,1646347473,74.16,93,100,9.04
411,Ancud,CL,-41.8697,-73.8203,1646347474,61.43,61,69,9.51
412,Pyshma,RU,56.9523,63.2513,1646347474,20.95,94,98,6.49
413,Kavaratti,IN,10.5669,72.642,1646347475,81.79,66,24,11.27
414,Changping,CN,40.2186,116.2197,1646347475,31.64,44,14,11.65
415,Rio Grande,BR,-32.035,-52.0986,1646347475,74.95,79,0,13.78
416,Adrar,MR,20.5022,-10.0711,1646347476,63.66,14,0,10.47
417,Batagay-Alyta,RU,67.8006,130.4114,1646347476,-7.78,90,100,1.14
418,Mitsamiouli,KM,-11.3847,43.2844,1646347477,79.3,81,100,15.99
419,Salmās,IR,38.1973,44.7653,1646347477,38.39,45,67,22.1
420,Sarāhan,IN,31.5167,77.8,1646347478,33.17,56,73,9.82
421,Nelson Bay,AU,-32.7167,152.15,1646347478,75.99,95,24,1.99
422,Esso,RU,55.9333,158.7,1646347478,20.44,91,100,3.51
423,Muhafazat Lahij,YE,13.1667,44.5833,1646347479,69.49,60,2,4.25
424,Mossamedes,AO,-15.1961,12.1522,1646347479,73.49,74,66,5.1
425,Khandyga,RU,62.6667,135.6,1646347480,-16.06,98,100,2.86
426,Romitan,UZ,39.9343,64.3814,1646347480,48.15,66,0,6.91
427,Safi,MA,32.2994,-9.2372,1646347481,60.26,83,100,18.16
428,Paracuru,BR,-3.41,-39.0306,1646347481,82.42,82,72,10.49
429,Nanortalik,GL,60.1432,-45.2371,1646347481,22.59,63,88,15.3
430,Stranda,NO,62.3096,6.9358,1646347482,35.19,80,0,9.57
431,Ankazobe,MG,-18.3167,47.1167,1646347482,66.61,93,83,1.39
432,Kudus,ID,-6.8048,110.8405,1646347483,78.58,94,100,0.72
433,Vallenar,CL,-28.5708,-70.7581,1646347483,74.68,42,0,5.39
434,Kosh-Agach,RU,50.0,88.6667,1646347483,-14.8,89,99,2.86
435,Tomatlán,MX,19.9333,-105.25,1646347484,82.26,45,0,8.32
436,Mahon,ES,39.8885,4.2658,1646347484,45.16,93,0,2.3
437,Dingcheng,CN,32.1272,115.0394,1646347485,53.91,77,33,4.45
438,Yeniseysk,RU,58.4497,92.1703,1646347485,6.62,98,98,2.37
439,Maţāy,EG,28.419,30.7792,1646347486,54.61,55,96,7.78
440,Tiruttani,IN,13.177,79.6128,1646347486,75.99,86,99,5.19
441,Stornoway,GB,58.2093,-6.3865,1646347486,37.92,93,100,5.75
442,Yuncheng,CN,35.0231,110.9928,1646347487,45.79,49,95,2.89
443,Margate,GB,51.3813,1.3862,1646347256,49.3,82,100,1.01
444,Srednekolymsk,RU,67.45,153.6833,1646347488,-18.98,100,100,2.98
445,Cap Malheureux,MU,-19.9842,57.6142,1646347488,77.49,91,73,11.21
446,Ilhabela,BR,-23.7781,-45.3581,1646347488,77.72,91,49,0.67
447,Westport,US,41.1415,-73.3579,1646347489,39.24,32,0,14.97
448,Tezu,IN,27.9167,96.1667,1646347489,61.83,33,25,4.7
449,Tamworth,GB,52.634,-1.6959,1646347489,48.92,95,100,7.0
450,Hanyang,CN,32.1371,105.5126,1646347490,44.8,70,10,4.05
451,Pemberton,CA,50.3164,-122.8027,1646347392,49.69,94,89,1.88
452,Elizabeth City,US,36.2946,-76.2511,1646347411,55.6,67,11,12.46
453,Aksu,CN,41.1231,80.2644,1646347491,39.2,35,0,3.74
454,Lata,PT,40.1629,-8.3327,1646347491,52.81,78,5,8.97
455,Bonaventure,CA,48.0457,-65.4926,1646347491,11.34,48,62,18.41
456,Kissidougou,GN,9.1848,-10.0999,1646347492,80.04,51,76,3.4
457,Ridgecrest,US,35.6225,-117.6709,1646347492,78.66,5,75,17.27
458,Channel-Port aux Basques,CA,47.5702,-59.1367,1646347493,19.96,69,100,10.65
459,Sibiti,CG,-3.6819,13.3499,1646347493,69.85,98,100,1.92
460,Neuquén,AR,-38.9516,-68.0591,1646347387,84.09,26,0,8.05
461,Dickinson,US,29.4608,-95.0513,1646347494,77.22,72,40,13.8
462,Palomares,MX,17.15,-95.0667,1646347494,78.84,66,48,11.1
463,Leningradskiy,RU,69.3833,178.4167,1646347495,-1.82,95,100,5.46
464,Yumen,CN,40.2833,97.2,1646347495,30.27,53,3,4.12
465,Nador,MA,35.174,-2.9287,1646347496,57.45,77,20,19.57
466,Edd,ER,13.9297,41.6925,1646347496,82.13,35,5,22.57
467,Oranjestad,AW,12.524,-70.027,1646347426,82.35,69,20,18.41
468,Los Llanos de Aridane,ES,28.6585,-17.9182,1646347497,62.35,79,20,17.27
469,Ilfracombe,GB,51.2093,-4.1134,1646347497,44.85,90,98,4.0
470,Seoul,KR,37.5683,126.9778,1646347497,38.64,75,20,6.91
471,Iisalmi,FI,63.5592,27.1907,1646347498,21.22,95,19,5.28
472,Tagusao,PH,9.1924,117.8141,1646347498,79.29,82,96,3.98
473,Akdepe,TM,42.0551,59.3788,1646347499,50.09,45,67,14.56
474,Qasigiannguit,GL,68.8193,-51.1922,1646347499,17.85,84,98,6.42
475,Qingquan,CN,30.4511,115.2559,1646347500,56.61,92,68,2.91
476,Ugoofaaru,MV,5.6667,73.0,1646347500,81.43,63,55,2.62
477,Botngård,NO,63.7653,9.8111,1646347500,37.78,86,0,13.8
478,Baykit,RU,61.67,96.37,1646347501,-15.5,100,97,0.96
479,Todos Santos,MX,23.45,-110.2167,1646347502,92.01,67,5,7.23
480,Comodoro Rivadavia,AR,-45.8667,-67.5,1646347503,73.26,16,70,27.63
481,Silver City,US,32.7701,-108.2803,1646347503,68.68,17,75,10.36
482,Carutapera,BR,-1.195,-46.02,1646347504,76.46,93,97,6.29
483,Flin Flon,CA,54.7682,-101.865,1646347504,21.04,23,0,10.36
484,Tiznit Province,MA,29.5833,-9.5,1646347504,52.81,85,46,5.41
485,Komsomolets,KZ,53.7453,62.0708,1646347505,11.86,92,69,7.2
486,Husavik,IS,66.0449,-17.3389,1646347505,31.91,86,100,6.73
487,Abramovka,RU,51.1886,41.0202,1646347506,32.05,99,100,14.67
488,Rāvar,IR,31.2656,56.8055,1646347506,64.94,23,79,7.0
489,Bima,ID,-8.4667,118.7167,1646347507,78.33,89,95,0.98
490,Bilibino,RU,68.0546,166.4372,1646347507,-4.68,97,53,3.71
491,Dongsheng,CN,39.8161,109.9776,1646347508,22.41,51,10,20.27
492,Homa Bay,KE,-0.5273,34.4571,1646347508,67.21,76,46,3.8
493,Tabriz,IR,38.08,46.2919,1646347509,42.26,81,100,13.8
494,Valparaíso,CL,-33.0393,-71.6273,1646347328,73.63,66,0,10.36
495,Guiratinga,BR,-16.3494,-53.7583,1646347509,72.03,90,100,6.24
496,Pirot,RS,43.1531,22.5861,1646347510,29.98,84,10,1.41
497,Los Alamos,US,35.8881,-106.307,1646347510,62.92,14,0,9.22
498,Marsá Maţrūḩ,EG,31.3525,27.2453,1646347511,53.8,66,40,6.91
499,Alta Floresta,BR,-9.8756,-56.0861,1646347511,72.48,95,94,3.83
500,Hokitika,NZ,-42.7167,170.9667,1646347512,65.3,70,100,3.96
501,Totness,SR,5.8833,-56.3167,1646347512,77.38,88,99,11.14
502,Uinskoye,RU,56.8817,56.5813,1646347512,19.62,97,100,5.46
503,De-Kastri,RU,51.4667,140.7833,1646347513,7.03,92,28,6.22
504,Bonnyville,CA,54.2668,-110.735,1646347513,16.92,80,100,7.4
505,Sungurlu,TR,40.1675,34.3739,1646347514,18.19,88,66,2.8
506,Dzilam González,MX,21.2833,-88.9333,1646347514,77.7,55,0,9.4
507,Chekhov,RU,55.1431,37.4711,1646347515,31.95,87,100,3.94
508,Bela,IN,25.9333,81.9833,1646347515,63.9,45,2,8.57
509,Ajdabiya,LY,30.7554,20.2263,1646347515,53.96,63,21,5.44
510,Kuna,US,43.4918,-116.4201,1646347516,59.52,49,0,10.36
511,Quesnel,CA,52.9999,-122.5029,1646347474,37.9,75,40,8.05
512,Port Moresby,PG,-9.4431,147.1797,1646347517,80.02,83,40,9.22
513,Cayenne,GF,4.9333,-52.3333,1646347518,80.1,83,75,8.01
514,Bambanglipuro,ID,-7.95,110.2833,1646347518,77.34,89,96,3.67
515,Waddān,LY,29.1614,16.139,1646347268,55.04,38,81,11.39
516,Meaford,CA,44.6001,-80.583,1646347519,17.89,64,87,5.86
517,Byron Bay,AU,-28.65,153.6167,1646347511,78.06,83,91,3.49
518,Issoire,FR,45.55,3.25,1646347520,40.26,87,100,3.11
519,Brownsville,US,25.9018,-97.4975,1646347335,77.11,68,100,12.66
520,Krasnogorskoye,RU,52.2953,86.1979,1646347521,9.14,96,100,3.33
521,Pontes e Lacerda,BR,-15.2261,-59.3353,1646347319,74.79,94,84,2.06
522,Erzin,TR,36.9559,36.2,1646347521,47.12,70,83,1.92
523,Moose Factory,CA,51.2585,-80.6094,1646347522,6.8,47,0,17.27
524,Dakar,SN,14.6937,-17.4441,1646347411,76.08,64,0,16.11
525,Letlhakane,BW,-21.4167,25.5833,1646347523,78.26,48,58,3.58
526,Kushiro,JP,42.975,144.3747,1646347375,14.95,85,20,1.14
527,Várzea Grande,BR,-15.6467,-56.1325,1646347368,82.27,69,40,8.05
528,Pitimbu,BR,-7.4706,-34.8086,1646347524,81.19,75,70,11.32
529,Acolla,PE,-11.7319,-75.5463,1646347525,53.83,72,88,5.46
530,Lerwick,GB,60.1545,-1.1494,1646347525,44.6,87,100,9.22
531,Khalkhāl,IR,37.6189,48.5258,1646347526,41.74,82,93,19.89
532,Esim,GH,4.8699,-2.2405,1646347526,79.66,88,63,9.66
533,Porto-Novo,BJ,6.4965,2.6036,1646347527,84.02,81,97,8.86
534,Kavarna,BG,43.4333,28.3333,1646347527,33.01,95,18,6.38
535,Samoded,RU,63.6083,40.5111,1646347528,22.42,98,97,3.27
536,Mafinga,TZ,-7.25,35.0667,1646347528,65.43,97,100,3.96
537,Timmins,CA,48.4669,-81.3331,1646347516,13.82,34,40,11.5
538,Winnemucca,US,40.973,-117.7357,1646347529,64.45,22,0,9.22
539,Fort Nelson,CA,58.8053,-122.7002,1646347516,18.99,73,75,2.3
540,Ponta Delgada,PT,37.7333,-25.6667,1646347530,60.49,77,20,9.22
541,Podor,MR,16.6527,-14.9587,1646347530,82.35,34,0,2.3
542,Al Bardīyah,LY,31.7561,25.0865,1646347531,53.31,74,2,3.62
543,Booué,GA,-0.0921,11.9385,1646347531,70.79,98,100,3.47
544,Begoro,GH,6.3871,-0.3774,1646347532,74.53,82,15,3.83
545,Acaraú,BR,-2.8856,-40.12,1646347260,80.82,79,43,15.88
546,Coquimbo,CL,-29.9533,-71.3436,1646347532,67.73,72,0,10.36
547,Bafra,TR,41.5678,35.9069,1646347533,38.98,82,96,10.27
548,Port Macquarie,AU,-31.4333,152.9167,1646347533,78.89,77,89,6.53
549,Kachīry,KZ,53.0675,76.1036,1646347534,9.73,90,100,6.46
550,Williston,US,48.147,-103.618,1646346722,30.61,78,100,8.01
551,Bogashevo,RU,56.3683,85.1447,1646347535,19.24,79,75,13.42
552,Beringovskiy,RU,63.05,179.3167,1646347535,8.47,95,100,14.29
553,Ngunguru,NZ,-35.6167,174.5,1646347536,73.17,65,99,16.82
554,Remontnoye,RU,46.5614,43.6501,1646347536,43.21,82,100,11.92
555,Cassilândia,BR,-19.1133,-51.7342,1646347537,77.09,70,91,5.93
556,Roald,NO,62.5833,6.1333,1646347537,35.74,64,0,11.5
557,Yar-Sale,RU,66.8333,70.8333,1646347538,-18.47,97,69,12.73
558,Zarumilla,PE,-3.5031,-80.2731,1646347538,80.78,74,100,10.36
559,Kalabo,ZM,-14.97,22.6814,1646347539,71.15,81,100,3.78
560,Asău,RO,46.4333,26.4,1646347539,32.95,100,99,2.37
561,Japura,ID,-0.3167,102.35,1646347540,72.01,99,100,2.46
562,Kamaishi,JP,39.2667,141.8833,1646347364,34.16,58,11,3.58
563,Corinth,GR,37.9407,22.9573,1646347521,50.68,72,100,2.44
564,Villa Sandino,NI,12.0483,-84.9936,1646347542,85.37,45,43,17.38
565,Port Keats,AU,-14.25,129.55,1646347542,83.68,82,97,8.37
566,Igarka,RU,67.4667,86.5833,1646347543,-16.62,98,99,6.98
567,Abu Dhabi,AE,24.4667,54.3667,1646347484,68.02,85,0,3.44
568,Grand Gaube,MU,-20.0064,57.6608,1646347543,77.4,91,73,11.05
569,Cascais,PT,38.6979,-9.4215,1646347544,53.46,62,5,32.01
570,Isla Mujeres,MX,21.2311,-86.731,1646347545,80.17,62,2,9.51
571,Hualmay,PE,-11.0964,-77.6139,1646347545,74.21,78,74,4.29
